"satisfaction_level","last_evaluation","number_project","average_montly_hours","time_spend_company","Work_accident","promotion_last_5years","division","salary","left"
0.6,0.59,5,266,2,0,0,"RandD","low",0
0.48,0.97,4,141,2,0,0,"IT","low",0
0.58,0.75,4,222,3,1,0,"product_mng","low",0
0.7,0.54,5,263,3,0,0,"technical","low",0
0.56,0.85,3,225,3,0,0,"IT","high",0
0.72,0.92,3,264,3,0,0,"technical","low",0
0.86,0.6,5,134,2,1,0,"support","low",0
0.64,0.95,3,98,3,0,0,"IT","medium",0
0.55,0.55,5,194,3,1,0,"hr","low",0
0.93,0.7,5,231,7,0,1,"sales","high",0
0.98,0.64,4,134,3,1,0,"technical","low",0
0.92,0.84,5,264,3,0,0,"technical","medium",0
0.68,0.79,4,184,3,0,0,"marketing","low",0
0.49,0.65,4,233,7,0,0,"sales","medium",0
0.73,0.89,3,139,3,0,0,"RandD","medium",0
0.71,0.95,6,204,3,1,0,"sales","medium",0
0.58,0.57,3,144,4,1,0,"sales","medium",0
0.38,0.52,2,171,3,0,0,"accounting","medium",0
0.62,0.91,3,142,6,1,0,"sales","medium",0
0.48,0.51,4,201,4,0,0,"support","low",0
0.52,0.93,2,243,3,0,0,"accounting","high",0
0.71,0.69,3,274,3,0,0,"support","medium",0
0.95,0.84,3,270,3,1,1,"sales","medium",0
0.63,0.5,4,172,2,0,0,"technical","low",0
0.74,0.74,5,175,3,0,0,"sales","low",0
0.63,0.64,3,180,3,0,0,"accounting","low",0
0.72,0.95,4,230,3,0,0,"technical","low",0
0.57,0.81,4,200,3,1,0,"IT","medium",0
0.87,0.73,5,111,4,0,0,"management","high",0
0.76,0.77,4,169,10,0,0,"management","medium",0
0.14,0.76,5,260,6,0,0,"technical","high",0
0.98,0.66,5,248,3,0,0,"technical","medium",0
0.63,0.58,4,236,2,0,0,"technical","high",0
0.58,0.94,4,225,2,0,0,"technical","low",0
0.48,0.51,3,136,3,0,0,"marketing","low",0
0.15,0.6,5,188,7,0,0,"sales","medium",0
0.96,0.59,4,108,6,0,0,"sales","low",0
0.24,0.89,5,228,4,1,0,"support","high",0
0.64,0.61,4,143,2,1,0,"support","high",0
0.92,0.98,3,149,3,0,0,"support","medium",0
0.6,0.5,4,137,3,0,0,"support","low",0
0.74,0.56,4,190,3,1,0,"accounting","low",0
0.81,0.9,4,270,10,0,0,"accounting","medium",0
0.99,0.75,4,208,2,0,0,"support","medium",0
0.62,0.98,4,107,2,0,0,"sales","low",0
0.52,0.69,4,164,2,0,0,"IT","medium",0
0.77,0.5,4,281,2,0,0,"sales","low",0
0.93,0.86,4,192,4,0,0,"IT","high",0
0.48,0.6,4,230,3,0,0,"product_mng","medium",0
0.9,1,4,207,3,0,0,"sales","medium",0
0.63,0.85,3,151,4,1,0,"product_mng","medium",0
0.98,0.58,3,183,3,0,0,"sales","low",0
0.85,0.63,3,167,3,0,0,"product_mng","medium",0
0.73,0.65,3,145,2,0,0,"accounting","low",0
0.67,0.61,3,251,2,0,0,"marketing","low",0
0.89,0.77,4,269,4,0,0,"sales","medium",0
0.57,0.96,4,264,2,0,0,"support","low",0
0.58,0.63,4,159,3,0,0,"technical","medium",0
0.6,0.49,3,239,2,0,0,"sales","medium",0
0.51,0.89,3,230,4,0,0,"marketing","low",0
0.96,0.62,5,230,2,0,0,"sales","medium",0
0.19,0.79,4,229,4,0,0,"product_mng","medium",0
0.72,0.63,3,223,2,1,0,"sales","medium",0
0.7,0.83,5,261,4,0,0,"RandD","high",0
0.63,0.94,3,237,3,1,0,"RandD","medium",0
0.85,0.96,5,165,5,0,0,"technical","medium",0
0.62,0.82,3,204,10,0,0,"accounting","medium",0
0.61,0.69,4,160,2,1,0,"support","high",0
0.91,0.82,2,241,3,0,0,"sales","medium",0
0.56,0.54,4,191,2,1,1,"sales","medium",0
0.96,0.83,3,233,3,0,0,"sales","medium",0
0.64,0.63,3,156,6,1,0,"support","low",0
0.51,0.78,5,225,4,0,0,"RandD","low",0
0.92,0.96,5,174,3,1,0,"technical","low",0
0.33,0.96,5,97,3,0,0,"support","medium",0
0.73,1,4,146,3,0,0,"sales","medium",0
0.56,0.67,5,165,3,1,0,"management","medium",0
0.67,0.92,5,258,3,0,0,"technical","high",0
0.52,0.51,3,213,4,0,0,"support","low",0
0.84,0.87,3,271,3,0,0,"marketing","low",0
0.51,0.53,4,260,2,1,0,"support","medium",0
0.51,0.89,4,233,7,0,0,"sales","medium",0
0.54,0.49,4,190,3,0,0,"technical","medium",0
0.68,0.66,4,229,3,0,0,"IT","medium",0
0.7,0.88,4,180,2,0,0,"support","medium",0
0.53,0.51,4,240,2,0,0,"marketing","low",0
0.54,0.76,3,157,4,0,0,"sales","low",0
0.62,0.95,4,140,2,0,0,"accounting","low",0
0.61,0.46,4,172,3,0,0,"accounting","low",0
0.59,0.89,5,143,3,1,0,"IT","low",0
0.66,0.9,3,176,2,1,0,"product_mng","medium",0
0.44,0.37,2,219,2,0,0,"technical","low",0
0.54,0.94,4,267,4,0,0,"support","low",0
0.55,0.97,5,125,4,0,0,"sales","medium",0
0.15,0.52,4,207,4,0,0,"product_mng","medium",0
0.84,0.75,3,184,3,0,0,"sales","medium",0
0.46,0.41,6,148,4,0,0,"sales","low",0
0.71,0.79,3,134,3,0,0,"sales","medium",0
0.17,0.49,4,286,5,1,0,"sales","low",0
0.57,0.97,5,126,5,0,0,"sales","medium",0
0.77,0.89,5,152,3,0,0,"support","medium",0
0.84,0.57,4,234,3,0,0,"technical","medium",0
0.87,0.84,5,137,2,0,0,"product_mng","low",0
0.58,0.91,4,173,4,0,0,"sales","low",0
0.52,0.62,3,275,2,0,0,"IT","high",0
0.56,0.86,4,181,3,0,0,"marketing","medium",0
0.69,0.72,2,190,2,0,0,"technical","medium",0
0.83,0.54,4,259,5,0,0,"support","medium",0
0.66,0.51,6,105,4,0,0,"IT","high",0
0.71,0.65,3,190,3,0,0,"support","low",0
0.32,0.81,5,111,4,0,0,"sales","medium",0
0.75,0.74,3,186,3,1,0,"RandD","medium",0
0.58,0.86,3,151,2,0,0,"accounting","medium",0
0.93,0.62,4,142,2,0,0,"IT","medium",0
0.68,0.49,3,178,3,1,0,"RandD","low",0
0.66,0.9,3,217,4,0,0,"product_mng","medium",0
0.67,0.5,4,157,2,0,0,"accounting","medium",0
0.57,0.59,4,250,2,0,0,"support","low",0
0.67,0.61,4,145,4,0,0,"hr","low",0
0.85,0.66,4,155,4,0,0,"hr","high",0
0.77,0.93,5,182,4,0,0,"support","medium",0
0.55,0.81,4,260,2,0,0,"sales","low",0
0.79,0.86,3,139,3,0,0,"support","low",0
0.83,0.84,3,249,2,0,0,"support","medium",0
0.8,0.82,3,178,3,0,0,"support","low",0
0.5,0.76,4,229,3,1,0,"technical","low",0
0.64,0.51,4,247,2,1,0,"support","low",0
0.92,0.49,5,259,3,1,0,"support","medium",0
0.21,0.57,5,239,3,0,0,"sales","high",0
0.95,0.67,3,183,3,0,0,"support","medium",0
0.84,0.71,4,222,2,0,0,"sales","medium",0
0.51,0.53,3,201,2,0,0,"sales","low",0
0.21,0.93,4,243,4,0,0,"technical","low",0
0.18,0.61,5,174,6,0,0,"sales","medium",0
0.78,0.63,4,181,2,0,0,"sales","medium",0
0.15,0.48,6,218,6,0,0,"technical","low",0
0.57,0.69,3,212,8,0,0,"product_mng","low",0
0.64,0.55,3,201,2,0,0,"sales","low",0
0.96,0.59,3,229,3,0,0,"hr","low",0
0.45,0.75,4,169,2,0,0,"sales","low",0
0.59,0.45,2,171,2,0,0,"technical","low",0
0.33,0.72,2,173,2,0,0,"marketing","low",0
0.72,0.73,5,184,4,1,0,"technical","low",0
0.33,0.88,6,260,3,0,0,"technical","low",0
0.65,0.89,4,204,8,1,0,"support","low",0
0.52,0.52,4,168,3,0,0,"product_mng","medium",0
0.82,0.59,3,210,3,0,0,"management","medium",0
0.55,0.96,4,267,3,0,0,"sales","medium",0
0.82,0.67,3,198,3,1,0,"product_mng","low",0
1,0.73,5,189,3,1,0,"product_mng","low",0
0.24,0.94,6,141,3,1,0,"sales","low",0
0.34,0.69,3,155,3,0,0,"marketing","medium",0
0.6,0.82,4,272,3,0,0,"support","low",0
0.72,0.64,3,231,2,0,0,"accounting","medium",0
0.51,0.96,4,204,3,1,0,"sales","medium",0
0.54,0.76,3,199,4,0,0,"sales","low",0
0.71,0.99,3,228,2,0,0,"support","medium",0
0.97,0.55,4,166,3,1,0,"accounting","high",0
0.83,0.99,3,226,3,0,0,"support","medium",0
0.97,0.5,3,225,2,0,0,"support","medium",0
0.53,0.94,4,128,6,0,0,"hr","medium",0
0.99,0.8,3,209,2,0,0,"support","medium",0
0.74,0.88,5,183,3,1,0,"accounting","medium",0
0.83,0.54,4,219,3,0,0,"product_mng","medium",0
0.5,0.71,4,163,8,0,1,"hr","medium",0
0.34,0.69,6,283,2,0,0,"RandD","low",0
0.9,0.63,4,173,3,0,0,"accounting","medium",0
0.4,0.89,2,165,3,0,0,"IT","medium",0
0.64,0.66,5,266,3,0,0,"technical","low",0
0.65,0.82,5,265,3,0,0,"IT","low",0
0.95,0.68,3,165,3,0,0,"IT","medium",0
0.79,0.86,3,126,5,0,0,"support","low",0
0.5,0.4,3,180,4,0,0,"sales","medium",0
0.97,0.91,4,257,3,1,0,"technical","low",0
0.88,0.65,4,224,2,0,0,"hr","high",0
0.68,0.85,3,199,3,0,0,"product_mng","low",0
0.77,0.73,3,269,2,0,0,"support","medium",0
0.65,0.67,5,128,5,0,0,"marketing","medium",0
0.66,0.95,5,192,7,0,0,"sales","medium",0
0.78,0.8,4,194,2,1,0,"technical","medium",0
0.68,0.66,3,238,2,0,0,"management","medium",0
0.81,0.92,5,259,3,0,0,"IT","low",0
0.92,0.64,2,104,7,0,0,"product_mng","low",0
0.84,0.72,4,222,2,0,0,"IT","low",0
0.8,0.55,4,144,5,1,0,"product_mng","high",0
0.43,0.76,6,154,2,0,0,"management","high",0
0.61,0.86,3,238,2,0,0,"sales","low",0
0.75,0.73,3,225,4,0,0,"support","low",0
0.55,0.58,3,254,2,0,0,"management","high",0
0.16,0.78,4,280,6,0,0,"technical","high",0
0.96,0.81,4,183,3,0,0,"sales","medium",0
0.78,0.79,3,203,2,0,0,"sales","low",0
0.53,0.61,4,182,3,0,0,"technical","low",0
0.75,0.59,3,117,3,1,0,"RandD","medium",0
0.51,0.88,3,202,4,0,0,"hr","low",0
0.68,0.99,3,159,2,0,0,"accounting","medium",0
0.13,0.8,5,203,5,0,0,"sales","medium",0
0.85,0.56,5,203,3,0,0,"management","high",0
0.97,0.63,5,163,3,0,0,"technical","low",0
0.82,0.93,3,247,3,0,0,"technical","medium",0
0.81,0.45,6,98,3,0,0,"sales","low",0
0.5,0.5,4,184,3,0,0,"support","high",0
0.68,0.54,4,153,3,0,0,"product_mng","medium",0
0.93,0.99,4,136,4,0,0,"hr","low",0
0.86,0.92,5,137,3,0,0,"technical","medium",0
0.63,0.59,5,224,3,0,0,"sales","low",0
0.55,0.55,5,256,3,0,0,"RandD","medium",0
0.62,0.73,3,245,4,0,0,"IT","low",0
0.91,0.73,3,155,3,0,0,"hr","low",0
0.93,0.6,3,188,3,0,0,"marketing","high",0
0.78,0.59,4,124,3,1,0,"RandD","high",0
0.89,0.68,4,258,2,1,0,"sales","low",0
0.84,0.53,3,237,3,1,0,"sales","low",0
0.66,0.5,3,139,10,1,0,"sales","low",0
0.56,0.81,4,188,3,1,0,"marketing","low",0
0.83,0.64,3,242,3,0,0,"accounting","low",0
0.59,0.97,5,179,6,0,0,"support","medium",0
0.81,0.86,5,159,2,0,0,"accounting","medium",0
0.7,0.92,3,162,3,1,0,"sales","low",0
0.75,0.59,5,149,4,0,0,"sales","medium",0
0.78,0.76,3,238,3,0,0,"marketing","medium",0
0.77,0.83,3,204,3,0,0,"support","low",0
0.6,0.73,2,180,2,0,0,"sales","high",0
0.51,0.7,4,142,4,1,0,"sales","low",0
0.98,0.9,4,247,2,0,0,"technical","medium",0
0.4,0.98,4,154,3,0,0,"product_mng","low",0
0.5,0.74,3,220,3,0,0,"technical","medium",0
0.94,0.79,4,136,2,0,0,"sales","medium",0
0.98,0.78,3,197,2,0,0,"hr","low",0
0.51,0.48,5,136,4,0,0,"management","low",0
0.48,0.5,5,142,4,0,0,"IT","medium",0
0.59,0.72,4,168,4,0,0,"management","medium",0
0.8,0.96,4,160,4,0,0,"IT","low",0
0.74,0.79,3,275,3,0,0,"sales","low",0
0.83,0.52,2,149,2,1,0,"sales","low",0
0.7,0.58,5,168,3,0,0,"management","low",0
0.17,0.45,2,119,3,0,0,"sales","medium",0
0.71,0.8,4,157,3,0,0,"RandD","medium",0
0.71,0.72,4,177,3,0,0,"accounting","low",0
0.72,0.83,4,181,3,0,0,"sales","low",0
0.8,0.78,5,266,3,0,0,"RandD","low",0
0.56,0.73,3,226,3,0,0,"RandD","medium",0
0.87,0.63,5,214,3,0,0,"sales","low",0
0.22,0.67,6,175,5,0,0,"RandD","medium",0
0.87,0.92,4,263,3,0,0,"management","medium",0
0.25,0.41,3,133,6,1,0,"sales","low",0
0.99,0.68,4,190,3,0,0,"technical","low",0
0.64,0.85,4,265,2,0,0,"accounting","low",0
0.16,0.65,5,165,3,0,0,"IT","low",0
0.8,0.67,3,236,3,1,0,"RandD","low",0
0.72,0.67,3,164,4,0,0,"RandD","medium",0
0.95,0.75,3,247,2,0,0,"product_mng","medium",0
0.75,0.92,3,192,3,0,0,"product_mng","medium",0
0.7,0.85,3,161,2,0,0,"technical","medium",0
0.43,0.75,3,108,2,0,0,"technical","low",0
0.79,0.61,4,173,2,0,0,"product_mng","low",0
0.39,0.38,2,106,3,1,0,"support","medium",0
0.34,0.72,3,118,4,0,0,"IT","low",0
0.58,0.79,2,274,4,0,0,"support","medium",0
0.69,0.52,3,186,3,0,0,"IT","medium",0
0.81,0.8,5,132,2,1,0,"management","high",0
0.69,0.58,4,149,3,0,1,"marketing","medium",0
0.71,0.78,4,227,2,0,0,"support","low",0
0.43,0.46,4,169,5,0,0,"technical","high",0
0.81,0.66,3,160,2,0,0,"IT","medium",0
0.67,0.77,5,167,2,0,0,"support","medium",0
0.8,0.73,5,135,3,0,0,"support","medium",0
0.75,0.7,4,144,4,0,0,"technical","high",0
0.96,0.93,3,238,2,0,0,"technical","low",0
0.96,0.72,3,157,3,0,0,"sales","medium",0
0.71,0.79,4,133,3,0,1,"technical","medium",0
0.39,0.45,3,100,8,1,0,"product_mng","medium",0
0.89,0.96,3,122,4,0,0,"hr","low",0
0.58,0.98,3,146,3,0,0,"technical","medium",0
1,0.61,5,264,3,0,0,"RandD","medium",0
0.92,0.62,3,264,2,0,0,"sales","medium",0
0.66,0.81,5,135,2,0,0,"management","low",0
0.53,0.79,3,221,10,1,0,"sales","medium",0
0.6,0.62,5,274,3,0,0,"management","medium",0
0.58,0.84,4,206,7,0,1,"management","high",0
0.63,0.79,4,228,4,0,0,"technical","low",0
0.63,0.58,4,141,3,1,0,"technical","medium",0
0.97,0.66,5,234,6,0,0,"technical","low",0
0.59,0.56,4,250,2,0,0,"accounting","medium",0
0.83,0.53,3,211,4,1,0,"sales","low",0
0.81,0.8,5,132,2,1,0,"management","high",0
0.87,0.5,3,269,3,0,0,"marketing","medium",0
0.74,0.83,3,170,3,0,0,"management","low",0
0.58,0.49,2,107,3,0,0,"technical","medium",0
0.37,0.74,5,117,3,0,0,"product_mng","medium",0
0.84,0.47,3,125,4,0,0,"RandD","low",0
0.49,0.98,3,267,3,1,0,"sales","medium",0
0.59,0.79,4,181,3,0,0,"RandD","medium",0
0.61,0.82,3,271,3,0,0,"support","low",0
0.8,0.78,3,251,3,0,0,"sales","high",0
0.54,0.95,5,255,2,0,0,"IT","medium",0
0.29,0.58,5,234,2,0,0,"product_mng","low",0
0.64,0.49,3,241,3,0,0,"hr","medium",0
0.66,0.72,4,137,3,0,0,"technical","low",0
0.57,0.65,3,163,2,0,0,"support","low",0
0.79,0.59,3,145,2,0,0,"support","low",0
0.68,0.99,3,263,3,1,1,"marketing","medium",0
0.86,0.69,5,157,4,0,0,"support","low",0
0.67,0.84,4,197,2,0,0,"RandD","low",0
0.22,0.53,5,160,4,1,0,"sales","medium",0
0.75,0.76,5,175,4,0,0,"IT","low",0
0.59,0.76,4,234,3,0,0,"sales","high",0
0.88,0.6,4,162,2,0,0,"technical","low",0
0.59,0.62,3,166,2,0,0,"sales","low",0
0.17,0.77,4,151,6,0,0,"technical","low",0
0.67,0.59,3,177,3,1,0,"IT","low",0
0.77,0.51,4,142,4,0,0,"sales","low",0
0.44,0.92,6,268,4,1,0,"accounting","medium",0
0.9,0.62,5,236,6,0,0,"technical","medium",0
0.88,0.82,3,265,3,0,0,"product_mng","medium",0
1,0.95,3,193,6,0,0,"sales","low",0
0.58,0.75,4,253,2,0,0,"sales","low",0
0.82,0.54,4,191,3,0,0,"sales","medium",0
0.2,0.5,6,282,6,1,0,"technical","low",0
0.58,0.84,4,150,4,1,0,"sales","low",0
0.69,0.76,3,153,3,0,0,"technical","medium",0
0.37,0.72,3,169,2,1,0,"support","medium",0
0.8,0.62,5,190,4,1,0,"IT","medium",0
0.68,0.81,5,266,2,0,0,"accounting","medium",0
0.54,0.76,4,244,2,0,0,"support","medium",0
0.57,0.66,3,268,3,0,0,"sales","low",0
1,0.53,3,142,3,0,0,"sales","low",0
0.88,0.59,4,227,3,0,0,"management","medium",0
0.73,0.54,3,150,3,0,0,"sales","medium",0
0.61,0.99,5,98,2,0,0,"support","medium",0
0.96,0.6,5,182,5,0,0,"sales","medium",0
0.29,0.65,5,110,5,1,0,"sales","low",0
0.8,0.85,4,239,3,0,0,"technical","medium",0
0.49,0.4,2,148,2,1,1,"management","high",0
0.65,0.83,4,263,3,1,0,"support","high",0
0.69,0.92,4,149,2,0,0,"product_mng","medium",0
0.73,0.9,3,274,2,0,0,"support","high",0
0.89,0.79,4,133,2,0,0,"support","medium",0
0.83,0.57,2,222,2,0,0,"sales","medium",0
0.94,0.7,3,176,3,0,0,"technical","low",0
0.72,0.57,2,248,2,0,0,"technical","low",0
0.7,0.63,3,157,4,0,0,"sales","medium",0
0.56,0.76,3,134,2,0,0,"support","high",0
0.81,0.96,4,219,2,0,0,"technical","low",0
0.89,0.73,3,169,3,0,0,"support","high",0
0.87,0.63,3,143,3,1,0,"IT","low",0
0.45,0.6,6,176,4,0,0,"sales","medium",0
0.52,1,4,221,3,0,0,"technical","medium",0
0.75,0.93,2,98,5,0,0,"sales","medium",0
0.49,0.78,5,137,3,1,0,"IT","low",0
0.76,0.56,3,179,3,1,0,"sales","low",0
0.76,0.89,3,273,2,1,0,"sales","medium",0
0.91,0.58,3,220,7,0,1,"sales","low",0
0.97,0.57,3,164,10,0,0,"management","high",0
0.7,0.48,4,237,3,0,0,"sales","low",0
0.14,0.51,5,173,4,0,0,"support","medium",0
0.21,0.58,5,197,4,0,0,"technical","low",0
0.64,0.59,3,174,3,1,0,"accounting","low",0
0.6,0.82,4,134,2,0,0,"IT","low",0
0.55,0.73,4,201,3,0,0,"sales","low",0
0.84,0.93,3,159,3,0,0,"sales","low",0
0.76,0.56,3,179,3,1,0,"sales","low",0
0.7,0.7,3,224,3,0,0,"sales","low",0
0.45,0.62,6,129,5,0,0,"support","low",0
1,0.88,4,252,4,0,0,"accounting","low",0
0.2,0.42,4,256,5,0,0,"hr","low",0
0.78,0.63,4,265,3,0,0,"support","medium",0
0.55,0.46,4,226,5,0,0,"sales","low",0
0.66,0.56,4,185,3,0,0,"sales","medium",0
0.74,0.95,4,237,3,1,0,"marketing","medium",0
0.62,0.85,4,225,2,0,0,"management","high",0
0.59,0.81,4,200,2,0,0,"support","low",0
0.8,0.72,3,271,2,0,0,"product_mng","medium",0
0.82,0.74,3,256,3,1,0,"support","medium",0
0.54,0.81,4,264,4,0,0,"technical","medium",0
0.54,0.61,3,182,2,0,0,"sales","low",0
0.9,0.58,3,244,8,0,0,"sales","low",0
0.36,0.95,6,276,2,0,0,"support","low",0
0.94,0.9,4,144,4,0,0,"support","low",0
0.63,0.66,3,256,4,1,0,"RandD","low",0
0.24,0.87,5,268,5,0,0,"sales","medium",0
0.63,0.98,4,265,3,0,0,"sales","low",0
0.54,0.61,4,118,5,0,0,"support","low",0
0.5,0.63,3,160,2,0,0,"sales","medium",0
0.71,0.98,5,213,3,0,0,"sales","medium",0
0.63,0.52,5,226,4,0,0,"marketing","medium",0
0.43,0.82,2,221,5,0,0,"sales","medium",0
0.85,0.91,4,145,3,0,0,"support","medium",0
0.49,0.72,4,246,3,0,0,"product_mng","low",0
0.53,0.64,2,109,3,0,0,"hr","medium",0
0.43,0.38,2,278,3,1,0,"sales","low",0
0.84,0.8,3,151,3,1,0,"RandD","low",0
0.69,0.88,3,164,10,0,0,"management","medium",0
0.72,0.69,4,149,2,0,0,"management","medium",0
0.66,0.61,4,263,4,0,0,"sales","medium",0
0.94,0.97,2,221,2,0,0,"technical","medium",0
0.66,0.91,3,191,4,0,0,"technical","low",0
0.27,0.6,6,205,5,1,0,"technical","low",0
0.51,0.5,5,242,2,0,0,"sales","low",0
0.41,0.38,4,142,10,1,0,"support","low",0
0.52,0.57,3,270,3,0,0,"RandD","low",0
0.48,0.84,4,186,7,0,1,"management","medium",0
0.84,0.73,3,146,5,1,0,"technical","high",0
0.5,0.77,3,267,2,0,0,"management","high",0
0.79,0.49,3,273,3,0,0,"sales","medium",0
0.57,0.66,4,151,2,0,0,"product_mng","low",0
0.93,0.64,4,253,3,0,0,"RandD","low",0
0.48,0.51,3,201,2,1,0,"support","low",0
1,0.87,3,165,2,0,0,"RandD","low",0
0.77,0.97,3,184,3,1,0,"marketing","medium",0
0.78,0.91,4,202,2,0,0,"sales","medium",0
0.78,0.98,4,207,2,1,0,"technical","medium",0
0.87,0.55,4,197,3,0,0,"technical","high",0
0.69,0.68,3,138,3,0,0,"sales","low",0
0.68,0.44,5,165,3,0,0,"RandD","medium",0
0.64,0.55,4,167,3,1,0,"technical","medium",0
0.6,0.63,3,182,3,0,0,"accounting","medium",0
0.79,0.58,5,165,3,0,0,"support","low",0
0.69,0.85,3,153,10,0,0,"support","medium",0
0.73,0.54,4,167,3,0,0,"IT","medium",0
0.65,0.82,5,265,3,0,0,"IT","low",0
0.19,0.91,6,152,3,0,0,"sales","low",0
0.78,0.58,3,150,3,1,0,"technical","low",0
0.92,0.98,3,149,3,0,0,"support","medium",0
0.66,0.99,3,228,2,0,0,"technical","low",0
0.41,0.5,6,151,2,0,0,"technical","low",0
0.74,0.59,4,155,3,0,0,"support","medium",0
0.49,0.66,5,194,3,0,0,"sales","medium",0
0.9,0.56,3,149,2,0,0,"sales","high",0
0.34,0.87,4,283,2,0,0,"sales","high",0
0.72,0.92,3,242,8,0,0,"sales","medium",0
0.64,0.5,3,261,2,0,0,"sales","low",0
0.53,0.92,3,207,4,1,0,"sales","low",0
0.92,0.65,4,260,2,0,0,"hr","low",0
0.32,0.74,3,211,3,0,0,"technical","low",0
0.83,0.57,4,232,3,0,0,"sales","medium",0
0.14,0.88,3,162,4,0,0,"marketing","medium",0
0.56,0.86,4,137,2,1,0,"RandD","high",0
0.73,0.91,3,238,2,0,0,"technical","medium",0
0.69,0.53,3,135,2,0,0,"sales","low",0
0.64,0.66,5,163,4,0,0,"marketing","medium",0
0.82,0.85,3,214,2,0,0,"support","high",0
0.35,0.59,5,268,3,0,0,"accounting","low",0
0.63,0.86,3,269,4,0,0,"support","low",0
0.94,0.89,4,239,3,0,0,"technical","medium",0
0.68,0.61,3,134,4,0,0,"sales","medium",0
0.86,0.82,4,274,2,1,0,"sales","low",0
0.54,0.67,2,129,3,1,0,"sales","low",0
0.49,0.83,3,168,4,1,0,"hr","low",0
0.88,0.68,5,224,2,0,0,"technical","low",0
0.29,0.66,3,256,2,1,0,"sales","medium",0
0.54,0.94,4,217,2,0,0,"support","medium",0
0.87,0.87,5,207,2,0,0,"sales","high",0
0.67,0.52,3,273,3,0,0,"sales","low",0
0.5,0.66,4,155,2,0,0,"hr","medium",0
0.74,0.9,4,156,4,0,0,"hr","medium",0
0.14,0.73,6,237,5,0,0,"IT","medium",0
0.94,0.52,5,133,3,0,0,"support","low",0
0.89,0.5,4,136,2,1,0,"technical","low",0
0.83,0.78,3,257,2,0,0,"sales","low",0
0.51,0.73,4,229,3,0,0,"sales","low",0
0.19,0.36,3,167,5,0,0,"sales","low",0
0.89,0.69,4,137,3,0,0,"sales","medium",0
0.82,0.79,4,224,2,0,0,"support","low",0
0.47,0.9,3,101,2,1,0,"marketing","medium",0
0.63,0.78,3,153,3,1,0,"sales","medium",0
0.61,0.94,3,224,4,0,0,"technical","medium",0
0.66,0.5,4,263,3,0,0,"sales","high",0
0.65,0.85,4,204,3,0,0,"sales","medium",0
0.25,0.59,4,166,5,0,0,"sales","low",0
0.22,0.65,6,212,4,0,0,"sales","medium",0
0.3,0.88,5,245,4,0,0,"hr","low",0
0.78,0.66,4,258,3,0,0,"sales","low",0
0.51,1,5,196,4,0,0,"sales","medium",0
0.99,0.58,4,183,3,0,0,"marketing","low",0
0.63,0.48,4,180,4,0,0,"management","high",0
0.59,0.93,3,265,3,1,0,"sales","low",0
0.48,0.89,3,224,3,0,0,"sales","low",0
0.73,0.64,3,202,4,0,0,"technical","high",0
0.93,0.68,2,150,3,0,0,"technical","low",0
0.5,0.55,2,128,3,0,0,"sales","low",0
0.44,0.66,6,134,8,0,0,"RandD","high",0
0.76,0.74,3,224,2,0,0,"accounting","low",0
0.91,0.61,3,255,3,0,0,"accounting","medium",0
0.22,0.61,3,148,5,0,0,"sales","medium",0
0.44,0.46,3,121,3,0,0,"technical","medium",0
0.8,0.98,3,209,3,0,0,"technical","medium",0
0.79,0.55,3,147,3,0,0,"sales","medium",0
0.89,0.51,4,141,3,0,0,"sales","low",0
0.55,0.5,4,179,3,0,0,"technical","low",0
0.29,0.57,5,134,2,0,1,"marketing","medium",0
0.68,0.64,2,167,2,0,0,"hr","low",0
0.69,0.93,3,228,4,0,0,"technical","medium",0
0.5,0.77,3,265,3,0,0,"IT","medium",0
0.48,0.67,3,183,2,0,0,"technical","low",0
0.16,0.71,6,227,5,0,0,"support","medium",0
0.87,0.75,4,218,2,0,0,"sales","low",0
0.84,0.86,3,199,3,0,0,"IT","medium",0
0.56,0.81,4,188,3,1,0,"marketing","low",0
0.94,0.87,4,157,3,0,0,"technical","medium",0
0.74,0.8,4,200,4,0,0,"product_mng","low",0
0.73,0.62,3,218,3,0,0,"accounting","medium",0
0.54,0.59,3,200,3,0,0,"technical","low",0
0.48,0.62,3,200,3,1,0,"RandD","medium",0
0.23,0.96,4,213,4,0,0,"technical","medium",0
0.69,0.51,3,257,3,1,0,"IT","low",0
0.55,0.52,4,168,8,0,0,"support","low",0
0.49,0.6,4,141,3,0,0,"technical","low",0
0.8,0.68,4,199,2,0,0,"IT","medium",0
0.83,0.71,3,234,4,0,0,"accounting","high",0
1,0.97,3,216,3,1,0,"sales","low",0
1,0.61,3,188,4,0,0,"product_mng","low",0
0.86,0.91,4,253,3,0,0,"IT","low",0
0.52,0.57,5,162,3,0,0,"sales","low",0
0.77,0.5,3,141,3,0,0,"IT","medium",0
0.7,0.95,4,231,3,0,0,"support","medium",0
0.86,0.71,5,273,3,0,0,"support","medium",0
0.2,0.59,6,113,3,0,0,"management","high",0
0.7,0.59,4,178,3,0,0,"sales","low",0
0.49,0.83,3,172,2,0,0,"sales","medium",0
0.95,0.4,5,286,4,0,0,"support","low",0
0.68,0.53,3,138,2,1,0,"sales","low",0
0.78,0.98,5,252,3,0,0,"sales","high",0
0.95,0.74,4,258,3,0,0,"technical","medium",0
0.13,0.43,4,165,5,0,0,"sales","low",0
0.91,0.82,4,238,2,0,0,"management","low",0
